tweet.id,text,label,username
936482946,"Nice, McLame divides...Republicans uniquely came to fix it. Um, ok. #tweetdebate",0,CarriBugbee
936482963,"if ur oldest candidate in history, why start with ""i'm not feeling great"" .. makes u thing ""you're not looking great either #tweetdebate",0,lulu_81
936483317,"Obama: 1 , McCain 0 : McCain didn't answer the question #tweetdebate",0,CarriBugbee
936483373,Obama -1 for answering a different question #tweetdebate,0,johnmccrory
936484325,McCain -1 for bringing in Kennedy for emotional effect #tweetdebate,0,aeditor
936484477,#tweetdebate greed is how we got into this situation in the first place,0,Andrew K. Gay
936485730,"McCain -2 ""Are you gonna vote for the plan?"" - ""I hope so"" whatte fuck?! #tweetdebate",0,TopDogVienna
936486069,McCain -1 for failing to meaningfully answer the question on economy #tweetdebate,0,fritzpw
936487064,McCain -1 improper analogy #tweetdebate,0,FrancesFlynnTho
936487524,Obama -1 for not understanding economic regulation in America. #tweetdebate,0,aeditor
936489753,"#tweetdebate -1 McCain ""we saw these problems coming"" I thought the economy was fundamentally sound",0,melrp
936490257,Already tired of the Wall Street v Main Street analogies. #tweetdebate,0,PinkOliveFamily
936490363,how annoying are these animations on #Current TV.. reverting to old fashion MSNBC.. #tweetdebate,0,mysweetlife
936490983,"@current #current How can you say ""I hope so"" when you are asked the question of voting for something? You should know what yer view is!",0,Wading4U
936491702,"""John, ten days ago you said the fundamentals of the economy were strong"" Hilarious #tweetdebate #current",0,c4chaos
936491945,McCain -1 for wearing a tie that makes my eyes sore. #tweetdebate,0,Scott_Drummond
936492695,McCain -1 for a total non-answer #tweetdebate,0,Duhh
936493022,-1 McCain Contrary statements regarding the state of the economy #tweetdebate,0,PinkOliveFamily
936493024,Funny if they looked at each other I think the talking points would disappear and they might even be constructive #tweetdebate,0,fritzpw
936493427,"Really tired of hearing the word ""mainstreet"" in the debate #tweetdebate",0,gwfrink3
936493694,"Fundamentally, if McCain fundamentally uses ""fundamental"" one more time, I'm gonna go nuts. #tweetdebate",0,emergingtech
936493784,McCain -2 import/export claim? #tweetdebate,0,mabraham1
936493874,McCain -2 Wrong Germany is the biggest exporter. Get your facts together! #tweetdebate,0,vanhoosear
936494071,"#tweetdebate and when, just when are the questions going to be answered instead of campaigning talk?",0,RobSample
936494362,"#tweetdebate -1 Mccain for not answering the question and saying ""the wall street""   between the eyeblinking +hesitation he looks weird",0,vanhoosear
936495826,McCain is not answering the questions  #tweetdebate,0,rmonge4surf
936495855,McCain likes the bears in Montana joke too much #tweetdebate #current,0,emergingtech
936495925,-1 McCain should not joke about bear DNA #tweetdebate,0,HunterTech
936495994,-1 mccain I love bears in montana #tweetdebate,0,MichelleMMM
936496070,mccain -1 answer the question!  #tweetdebate,0,gwfrink3
936496087,-1 McCain flag waving pandering about American workers #tweetdebate,0,daveevans
936496331,-2 McCain for stringing too many colloquialisms together and post-Reaganomics sensationalism #tweetdebate,0,Duhh
936496497,#tweetdebate question: what did McCain learn from his good friend Charles Keating during the S&L bailout?,0,themurmish
936497173,McCain -3 for personal attack #tweetdebate,0,Nicole Beauchemin
936498255,mccain -1 for bringing up stupid bear study AGAIN #tweetdebate,0,gminks
936498451,#tweetdebate generic debate so far. They won't even look at each other.,0,themurmish
936501351,"so far, the debate reminds me of a school yard scolding #tweetdebate",0,jowyang
936501672,computer for their kid? maybe the parents don't have one. #tweetdebate,0,CarriBugbee
936502132,@pamelawella is that what makes him look like that? have always wondered..:) #tweetdebate,0,MichelleMMM
936502843,Earmark spending has tripled over the last 5 years. Hasn't it been a Republican Administration for the last 7? #obamashot #tweetdebate,0,CarriBugbee
936503059,"it's like you can see Obama trying to remember all the ""talking points"" and get his slogans out there #tweetdebate",0,lumatts
936503722,McCain: I don't mean to go back and forth??? I thought this was a debate. #tweetdebate,0,vanhoosear
936504075,"-1 McCain #tweetdebate ""I didn't win Miss Congeniality"" but his VP did!",0,teedubya
936504189,McCain -3 personal attack & -2 does he have evidence for this accusations to Obama #tweetdebate,0,CarriBugbee
936504345,"Facebook Blunt Jackson McCain -3 for ongoing personal attacks, irrelevant #tweetdebate. http://tinyurl.com/4fe6hh",0,smallspark
936504394,Obama on the defensive.  #tweetdebate,0,bluejack
936504405,#current #tweetdebate #mccainshot Stop interrupting Obama McCain was just about to say my friends,0,PeterDeb
936504460,Mccain: the sherrif?  uh? #tweetdebate #current,0,FrancesFlynnTho
936504555,Jim Lehrer is having trouble getting them actually debating... fire up guys! #tweetdebate #debate08,0,elaineschoch
936504645,McCain -1 for failing to address the keystone tax cut issue #tweetdebate,0,damnneargenius
936505751,McCain's laugh sounds like Bush's!!  SCARYY!!  #tweetdebate,0,3locina
936505804,#tweetdebate they won't even make eye contact. no one is responding directly,0,xylem
936505931,"McCain seems to start every sentence with ""the point is that...."" #tweetdebate #current",0,aureliusmaximus
936506034,"rt: they are calling Palin ""Bible Spice"" now. LOL #tweetdebate",0,damnneargenius
936506398,"#tweetdebate Weird that McPain brings up all the Repub bilksters in jail. He wants to separate himself, but doesn't seem like good strategy!",0,aeditor
936506977,McCain cant even look at him..he must have gas! #tweetdebate,0,CarriBugbee
936507300,@MaryTrigiani Hilarious line ... would have been better if Palin didn't ... #tweetdebate,0,blackvoices
936507871,"I really would like to see Obama & McCain actually engage each other,rather than just talking to the camera #current #tweetdebate",0,damnneargenius
936508054,#tweetdebate -1 Obama for not answering earmark claim by McCain,0,dbradleyfacebk
936508498,#tweetdebate McPain: we're exporting jobs 'cause of hi biz taxes. NOT because of cheap labor? Oh geez...,0,NTWhite
936509631,McCain really believes earmarks got us into this mess and tax cuts will get us out of it? #tweetdebate,0,ipapyrus
936509810,McCain - have you tried buying health insurance for $5000 a year? #tweetdebate,0,CarriBugbee
936509870,"#tweetdebate looks like McCain can't make eye contact with Obama and respond directly to him. dang! there goes ""my friends"" again.",0,gminks
936509906,@current #current How can you give all those tax breaks and expect the economy to not go futher into the hole?,0,lkblum
936509924,McCain wants us to read his lips #tweetdebate,0,naum
936509930,@davidweiner You're playing that game?  I'm drinking everytime I hear #economy.,0,SukiFuller
936509958,"McCain -1 avoiding the question? wait, waht was the question exactly.. #tweetdebate",0,bluejack
936510098,McCain -1 for failing (again) to heed the moderator's instructions #tweetdebate,0,FrancesFlynnTho
936511016,"Because I don't have an HDTV, McCain's moire-effect tie is giving me a skull-crushing headache #tweetdebate",0,TheDailyDG
936511049,"@current  Ah yes, the pot and the kettle are debating who is to blame for the proverbial heat in the kitchen.  #current",0,themurmish
936511288,Mccain -1 for looking down and grinning #tweetdebate,0,johnnycho
936512032,-1 mccain for floating idea of $5k tax cuts #tweetdebate,0,anelsewhere
936513239,"#tweetdebate PLEEZE people, can we elect someone this time around who is SMART and ARTICULATE? F*ck having a beer with him/her...",0,WazNeeni
936513359,#tweetdebate -3 McCain untasty comment about Obama not knowing about household income and wealth,0,damnneargenius
936513363,-1 McCain for breaking the debate rules. #tweetdebate,0,kdpaine
936513493,Christmas trees are economic issues McCain?  #current #tweetdebate,0,sbjet
936514134,"Mccain -3 personal attack and don't like the quote again ""walk the walk..talk the talk stuff"" nope doesn't work for me #Tweetdebate",0,jas_aiken
936514698,#tweetdebate McCain can only play one tune.,0,SukiFuller
936514798,Health care costs and social spending sounds like chump change compared with Corporate Welfare. #current #tweetdebate #debate08,0,cmarlow480
936515553,-3 McCain for taling in circles. I don't understand what he is saying. #tweetdebate,0,93octane
936515629,"How long until McCain notes the amount of times Obama voted ""Present"" rather than Yea or Nay? #tweetdebate",0,andrewkgay
936516081,-1 Obama for breaking the debate rules and walking over the moderator. #tweetdebate,0,themurmish
936516280,McCain -1 for hogging the mic. #tweetdebate,0,bchesnutt
936516523,"#tweetdebate Obama right to focus on issues in deregulation, and McCain ignoring these issues",0,themurmish
936517349,McCain -1 weird smirking/laughing #tweetdebate,0,aagha
936517836,@current #current Obama is stuttering too much. Sounds like Porky Big,0,sairy
936518439,Financial rescue?  More like financial bailout!  #tweetdebate,0,daveevans
936519680,-3 McCain still attacking Obama (and spends more time looking at the podium) and -5 for that smile #tweetdebate,0,bethclauss
936520097,I only just remembered that this was a foreign policy debate. #tweetdebate #current #debate08,0,starweaver
936520256,-1 Obama for too many disclaimers re: potential economic recovery plan #tweetdebate,0,MyMelodie
936520938,"@current Healthcare is a financial killer in our capitalist society, oh the irony.  #current",0,barbaranixon
936521361,"@MaryTrigiani Yes, when she lost Miss Alaska.",0,themurmish
936521419,-1 to Obama for leaving out conservation in the list of things that will free us from foreign oil #tweetdebate,0,jgee
936521570,What is obama talking about with electricity? #current #tweetdebate,0,nericksx
936522104,"ok, obama, people are glazing.  #tweetdebate",0,bcjb
936522152,"Obama -1 what are you ""giving up"" in terms of spending exactly #tweetdebate",0,johnnycho
936522501,China also let infants drink tainted milk do we REALLY want to be like them?? #debate08 #maccainshot #obamashot #tweetdebate #current,0,nericksx
936523073,slipped that in  #tweetdebate,0,JeffLowe
936523206,McCain -3 another personal attack  #tweetdebate,0,Adam Zand
936523593,"#tweetdebate ""I oppose"" drinking game -- bottoms up!",0,themurmish
936523703,"-3 McCain Personal attack, it is hard to reach across the aisle when one is that far to the left. #tweetdebate",0,kdpaine
936524002,-2 McCain for redundancy #tweetdebate,0,naum
936524077,@current #current How in this day and age can you deny help to anyone who wants to produce alternative fuel -4 McCain,0,Darnell Clayton
936524912,"#tweetdebate How many people know what ""cost-plus"" contracts are? I wouldn't know if I hadn't worked for construction-related clients.",0,starweaver
936525016,McCain -1 for false claims on Obama's voting record. #tweetdebate,0,Will Reynolds Young
936525121,"#tweetdebate defence contract inefficiency in contracts not the problem, a symptom, warring foreign policy is the REAL problem",0,cmarlow480
936525158,"Unfortunately, Obama didn't answer the question of what would he cut...#debate08 #tweetdebate",0,KenHUffman
936525661,-3 pts simply because McCain said he's against ethanol subsidies. boo...#tweetdebate,0,3locina
936526171,The moderator looked scary just now  #current #tweetdebate,0,twittelator
936526239,Mccain +3 examine quote ok.. but -1 not answering the question #tweetdebate,0,ObamaNews
936526672,"-1 Obama for his crazy stuttering. Slow down, think and THEN speak #tweetdebate",0,webbing10
936526932,McCain -2 for false statement Obama does not have the most liberal record  #tweetdebate,0,gwfrink3
936527240,McCain -2 for bringing federal prison into every question; is he thinking he's lucky not to be there himself? think Keating #tweetdebate,0,changeforge
936528118,McCain -1 for mischaracterizing a naval program #tweetdebate,0,NTWhite
936529425,"#tweetdebate hahahah...""wildly liberal"" is just me opposing bush's wrongheaded policies",0,shrekserve
936529775,Google for government? huh? #tweetdebate,0,francishopkins
936529789,-1 Obama not answering question about specific cuts #tweetdebate,0,lumatts
936530170,"Obama - ""Where's the teleprompter and cue cards!?"" #current #tweetdebate",0,bmaleszyk
936530910,Obama -1 for evading question on what to cut #tweetdebate,0,c4chaos
936531219,Dang tweeting while pausing the Tivo is not the right thing to do #current #debate08 #tweetdebate,0,RobSample
936531236,Where's the foreign policy part of the debate??? :S  #tweetdebate #current,0,93octane
936531392,McCain -1 for evading question on what to cut #tweetdebate,0,lumatts
936531490,#tweetdebate Using a hatchet when you need a scalpel. #obamashot,0,foolthrottle
936531637,Obama soundbite: problem with a spending freeze is youre using a hatchet when you need a scalpel #tweetdebate,0,cuban_dudeca
936531665,Mccain -1 what? spending freeze ??? unclear at all #tweetdebate,0,elaineschoch
936532209,Close ups of Obama make him look old  #current #tweetdebate,0,Sarah
936532362,Obama- I wanna keep spending money--his Early Childhood education is full of crap. #current #tweetdebate,0,themurmish
936532467,-3 mccain #tweetdebate spending freeze for everything but defense -- what about our children? our education? energy independence?,0,RoninVision
936533195,"@current Damn, McCain just had to play the terrorist card. #current",0,TheMacG33k
936533757,more nukes is not the answer #tweetdebate,0,timothyjordan
936534020,-1 McCain's off topic on counterpoint about spending cuts    #tweetdebate,0,akohler
936534217,"McCain really shouldn't think off the cuff, he'll paint himself into a corner very quickly  #tweetdebate #current",0,RobSample
936534459,Bill pissed  #tweetdebate  he's like 'step up'!,0,travisfell
936534522,McCain -1 for a stunt. Spending freeze is classical BS #tweetdebate,0,myhairhurts
936534564,-1 mccain for promoting nukes and not talking about storage of spent fuel #tweetdebate,0,RyanAdams
936534603,What the heck is the line graph at the bottom of CNN's screen? Looks like my pulse! #tweetdebate,0,Idgit
936535256,Yes Obama I want to hear more about your superiority  #current #tweetdebate,0,RobinDeCato
936535451,McCain -2 Nuclear power is limited too dude! By 2050 we are out of Uranium! And your power plant is done in 2030 #tweetdebate,0,coffeemakergirl
936535852,Roosevelt again. shit. he needs to throw down  #tweetdebate,0,lucysspleen
936536294,lehrer constantly rephrasing questions - mccain rambles too much to cover his talking points. -1 mccain #tweetdebate,0,MediaLizzy
936536309,"-1 pt for Jim Leher for asking a stupid question: ""will the economic failure change the way you rule as president?"" uh...YEAH. #tweetdebate",0,foresmac
936536704,@orbitaldiamonds IKR? Absolutely ridiculous.,0,ARK2019
936537134,"#tweetdebate -Google for government-uh, did anyone vote against that?  Voice votes on slam dunk legislation isn't a record of accomplishment",0,JohnEspinoza
936537270,Spending freeze? Really McCain? #tweetdebate,0,invalidtwit
936537359,#tweetdebate agree with Obama - McCain hatchett job -ive step. We need a scalpel. Granularity of growth argument.,0,DonIrvine
936537706,"@Condoulo oh boy good point, I doubt I would vote for her milf GMilf etc self anyway.",0,RhiannonSL
936537942,McCain -3 for total nonsense #tweetdebate,0,tracy1314
936538123,Obama - spending on healthcare--he couldn't admit that this spending must stop!   #current #tweetdebate,0,Kristasphere
936538172,-1 McCain for not having a clue how many people can't afford a doctor at all #tweetdebate,0,susanfsu
936538267,McCain -1 for evading question on what to cut #tweetdebate,0,akohler
936538469,both -2 for saying the same thing over and over again. I know it's because people won't get it otherwise. People -3 ??? #tweetdebate,0,skmak
936539583,"#current #tweetdebate people without healthcare don't have those decisions to make, McCain.",0,yesmagazine
936539673,-1 mccain for promoting nukes and not talking about storage of spent fuel #tweetdebate,0,technomonk
936539703,"Cut spending, Cut spending Cut spending Cut spending Cut spending :S  #tweetdebate #current",0,redmanbluestate
936539719,"#tweetdebate McCain -2 broken record ""cut spending"". Big ""duh""...",0,GlobalLeader
936539862,@usermac if McCain is a cool beverage it's a plastic tumbler of prune juice.  So unpleasant and cramp inducing.,0,flamyngo
936539999,"#tweetdebate we can handle banks over to the federal government, but not healthcare?",0,Koalemos
936540200,@current #current Spending got out of control under REPUBLICAN presidency.,0,soapboxmom
936540669,"#tweetdebate - McCain calls for all energy alternatives, including Nuclear!  McCain also says Climate Change.  Boo.",0,zakblogs
936540678,I think Obama miscalculated with not supporting a safe nuclear power program. #tweetdebate,0,calweb
936540794,McCain -3 for another complete mischaracterization of reality (debt to china is utterly irrelevant) #tweetdebate,0,starweaver
936541140,"@theebayk1d No..... we will end up with a conservative who supports drilling here in the US as we go to alternatives, second ammendment, etc",0,J_Lo
936541482,McCain -3 for making a false statement about Obama's health care plan #tweetdebate,0,uncleloki
936541891,@SistersTalk The fear climate descended with Bush got the West Wing keys. #current #tweetdebate #debate08,0,oevl
936542005,"Obama -3 for getting ""Jim"" err ""John's"" name wrong, and not addressing him as ""senator"" lack of respect #tweetdebate",0,alpha_park
936542185,"""This orgy of spending....and you voted for his budgets"" #tweetdebate",0,XEDJ
936542398,More pissing on spending... #current #tweetdebate,0,otenkiya
936542561,"#tweetdebate Sen O: YOU voted for Bush' budgets. Stand here and say that when it hasn't happened over last 8 hears, it's hard to swallow.",0,chickenface
936542683,probably...eventually.... c'mon McCain grow a pair #tweetdebate,0,ch3ryl
936543097,Obama - you voted for all of the budgets that have fuelled this orgy of spending. #tweetdebate,0,saramills
936543249,He was voted Miss Bitch  #tweetdebate,0,chrgra
936543271,McCain rehearsed soundbite: I have not been voted Ms Congeniality #tweetdebate,0,leonleaf
936543286,"I guess McCain only spends money on shoes, make up and houses  #tweetdebate",0,scheidel
936543559,#tweetdebate Over-used phrase of the night: Miss Congeniality. Wonder how that plays overseas?,0,frumioj
936543600,"#tweetdebate soooo tired of hearing ""i have not been electd miss congeniality.",0,martin_kelley
936543977,McCain -1 for reuse of Miss Congeniality reference #tweetdebate,0,craigbates
936544036,@current #current If McCain would definitely make a very ugly Ms. Congeniality. Its a lousy cliche to keep throwing out though.,0,ReubenIngber
936544574,OHHHH First uppercut of the night!  #tweetdebate #current,0,bookofjames
936544832,45 Nuclear Plants?  OMG WTF?!!?!  #tweetdebate,0,smallspark
936545335,-2 McCain for saying Miss Congeniality twice so far. #tweetdebate,0,patrykbot
936546678,#tweetdebate McPain: I'm proud to say I've got a good partner who is a maverick. [that's ONE way to describe someone who's clueless],0,emlopez
936547829,McCain -2 for saying 'were winning in iraq' i'm pretty sure that's not true #tweetdebate,0,Nicole Beauchemin
936548677,"Not being mr congeniality is a BAD thing.  If your senate won't work with you, other countries won't and we need friends #tweetdebate",0,ethanbauley
936549139,McCain -2 for not answering the question #tweetdebate,0,PJsMommy
936550076,Why does McCain leep talking about Miss Congeniality when that's the title Sarah Palin won? #tweetdebate,0,RyuPlasticTree
936550405,"Obama has been hammering the afgan point too hard, we get it!  #current, #debate08, #tweetdebate",0,Barackbar
936552579,$10 billion/mo in Iraq and McCain wants to talk about earmarks? #current #tweetdebate #debate08,0,Thompson_Guevar
936552996,i hate it when obama tries to be all hawky. #current #tweetdebate,0,CarriBugbee
936553058,#tweetdebate Sen O: Al Quaeda stronger now than since '01. Lesson: we have to use military WISELY and we didn't do that in Iraq.,0,chuckfull
936553597,"macain -1 on where he stands on the $700B bailout, he didn't tell us HOW #tweetdebate",0,tayari
936554015,"@current It's either some ""epic battle against the terrorists"" or ""hey, look, it's broken ya'll"".  #current",0,NTWhite
936554313,-1 Obama initially off topic answering question on lessons of war  #tweetdebate,0,Zaxnu
936554428,McCain -3 personal attack (what? without evidence huh? what hearing #tweetdebate,0,gregmcneilly
936554650,Wow whoever created McCain's talking points was really reaching... #tweetdebate #current #debate08,0,davedelaney
936554755,-2 McCain for saying we are winning in Iraq. I don't see anything coming out of the Iraq war. #tweetdebate,0,crazyliberal
936555867,SURGE....tired of that term.  We're still there; we're still losing people (maybe more due to the surge?) #tweetdebate #debate08 #current,0,dogzinmahride
936556493,Obama gives strong kudos to Biden ... is McCain going to applaud his selection of the Palin creature? #current #tweetdebate #debate08,0,littlesparrowp
936557607,-1 for obama trying to ignore the fact the fact that mccain has been a lone voice calling for a change in iraq strategy #tweetdebate,0,MrDelawareOhio
936557653,Mccain -1 for not looking at Obama when Obama is looking at him #tweetdebate,0,gregmcneilly
936558119,@current  It reminds me of some teenagers that totally fucked up their parents' house and now they don't want to admit it.  #current,0,lulu_81
936558679,McCain -1 for a false statement about Obama commitee responsibilities #tweetdebate,0,zapatista961
936558772,McCain -3 for being a pompous ass. #tweetdebate,0,timothyjordan
936558803,"oooh, ""I'm afraid Obama doesn't understand the difference between a tactic and a strategy."" - McCain #current #tweetdebate",0,Livelifeinpeace
936558853,#tweetdebate #obamashot you were wrong you were wrong you were wrong you were wrong,0,PureFLCL
936559729,#tweetdebate McPain: Sen O doesn't understand diff between tactic and strategy [they don't teach you those things at Harvard law?!],0,jlather
936560030,"-3 Mccain for a backhanded comment (""Obama doesn't understand the tactic and the strategy"") #tweetdebate",0,scoobeee
936560050,"FACT Soldiers are not reenlisting now buddy! And they are not voting for you! #current, #debate08, #tweetdebate",0,CarriBugbee
936560842,McCain -2 for triggering patriotism all the time #tweetdebate,0,minusidea
936561478,"McCain: ""selecting Palin to win the election is a tactic, dying and making her President is a strategy."" # Current #debate08 #tweetdebate",0,JohnCavanagh
936561775,Yes. Let's cut spending for everything EXCEPT our defensive contracts. Are you fucking kidding me? #tweetdebate,0,myentirename
936565820,"@current  Oh, there came the Osama card.  That would have been the perfect time for McCain to ""accidentally"" mess up his name.  #current",0,ampersandwich
936566918,Facebook Blunt Jackson McCain -3 for total falsehoods and personal attacks #tweetdebate. http://tinyurl.com/43v3kc,0,gipson
936567418,"#tweetdebate McPain STILL quibbling over definition of ""strategy"" and ""tactic.""",0,Loggerhead
936567570,-1 mccain wtf is he talking about in Afghanistan? Ramble on old man #tweetdebate,0,wakeuppeople
936567789,"I'm afraid Senator McCain doesn't know the difference between ""succeed"" and ""exceeed."" #tweetdebate",0,tigerbeat
936568741,"Obama should only interrupt McCain when McCain lies... oh, never mind, that would be more interruptions... # Current #debate08 #tweetdebate",0,rebeccabecca
936569525,"@current  Oh, that brings up a good question.  How the hell can we afford wars that don't matter when we're broke?  #current",0,ch3ryl
936569848,"Why is that Obama calls McCain John all the time, but McCain never refers to Obama by his first name? #tweetdebate",0,calweb
936571018,"#current #debate08 #tweetdebate Wow, can't anyone stop Mc's bald lies?",0,menwuur
936571439,#tweetdebate #obamashot Obama has NOT said change yet. Should i return the tequila bottle?,0,soapboxmom
936571575,@ceanders And he keeps smiling in a really passive pedophile way,0,hardaway
936571858,"@current  Do you realize how expensive military weaponry is?  For Christ's sake, can't we just fight our wars with propaganda?  #current",0,wanamoka
936572830,Agreed: Iran should've been the #1 focus. #tweetdebate,0,PinkOliveFamily
936573383,#tweetdebate Sen O brings up subject of Pakistan. McPain: Won't repeat mistake I regret enormously...washed our hands of region (after USSR),0,dftbaalli
936574106,McCain soundbite: You don't say that out loud! #tweetdebate,0,DominickEvans
936574261,"#tweetdebate It's the economy, stupid.",0,chuckfull
936574295,McCain but those freedom fighters were alquaeda -2 #tweetdebate,0,chickenface
936574326,I must disagree with Obama - Iran is bigger threat than Al Qaeda #tweetdebate,0,vanmaanen
936574487,McCain -2 for mischaracterizing Obama on Pakistan #tweetdebate,0,royalwcheese
936575109,Maybe McCain will let Paliin handle Pakistan ... she met some world leaders the other day ... she's ready!! #current #tweetdebate #debate08,0,dpbarrios
936576107,@current  Why do we care about Pakistan?  Because they have nuclear weapons?  Do they have stability?  #current,0,verybigfish86
936577123,"""You dont say things out loud!?"" Core problem as Republican's #tweetdebate",0,mojohito
936577247,Yep I agree I think that MCCAIN is twisting facts and making lies up about shit. #tweetdebate,0,Rurik4464
936577256,McCain -1 for man crush on General Patraeus #tweetdebate,0,Rsquared
936577340,McCain is treating him like the man-child he is.  Obama needs to stop being so congenial if he wants to win. #current #tweetdebate #debate08,0,catonpot
936577670,McCain sounds condescending to Obama; Obama sounds angry at times when refuting claims by McCain #tweetdebate,0,alexashrugged
936578290,"Obama finally called him John, not Tom nor Jim... #tweetdebate",0,masteradept
936578788,Obama -3 for repeating his Pakistan threads again! #tweetdebate,0,3rdmartini
936579936,@current TAKE OUT BIN LADIN YOU LIL BASTARDS!!! #current,0,bratta
936580123,McCain -1 for smug smiles. #tweetdebate,1,claynferno
936580146,Mccain -1 for saying that Obama wanted to attack Pakistan! #tweetdebate,0,coffeemakergirl
936580152,McCain -1 for smug smiles. #tweetdebate,0,jasoncarini
936580398,Obama -1 ok.. you got the leader of N.Korea's name wrong re: pronunciation - need to practice #tweetdebate,0,leambercat9
936580404,#tweetdebate  Hating that audience reaction graph at the bottom of CNN.,0,bookofjames
936580738,#tweetdebate -2 for Obama for saying McCain is right too much,0,ChristopherY
936580781,"''Coming from you, who've sung songs about bombing Iran, I don't know how credible that is.''  SCORE! #current #debate08 #tweetdebate",0,ganesha23
936580847,"Ooh, bomb iran remark hurt! # Current #debate08 #tweetdebate",0,kyeung808
936580933,"No kidding!  Obama pronounces ""Pakistan"" and ""Afghanistan"" like a foreigner...Harvard education tendancies!#current #tweetdebate #debate08",0,kellieparker
936580936,Obama -1 again Pakistan threat #tweetdebate,0,sairy
936581578,"retweet: Obama +3 coming from you who sings songs about bombing Iran, I dno't think that's NOT very credible #tweetdebate",0,reBang
936582335,"Retweet @AndrewSmith: If ""Petreaus"" was McCain's drinking word, I'd be on the floor at this point. #current  #tweetdebate",0,johndoe1211
936582539,"Oh, here we go with ""The Record."" #current #debate08 #tweetdebate",0,ParandimeX
936582748,@current  You're welcome to be free!...as long as you're under our control...  So how's your mom?  #current,0,kathrynjones
936583244,wonder how the Pakistani's feel about being called a failed state by mccain #tweetdebate,0,nfusa
936584213,"mccain -1 for saying Obama doesn't understand this or that, he is being too condescending #tweetdebate",0,rianf
936584515,@evolver I believe the world would implode if they made eye contact with each other. Just saying.  #current #tweetdebate,0,J_Lo
936584620,why do I all of sudden don't care about Mccain's record? #current #tweetdebate,0,carondelet
936584632,"#tweetdebate Obama -3 for Pakistan comments; McCain -3 for smugness and downtalking to Obama. What happened to ""I respectfully disagree?""",0,d2k
936586433,Reagan is why this country is in debt in the first place #tweetdebate,0,Chorazin
936586515,"McCain -2 for naming dead soldier, cheap shot #tweetdebate",0,ehwood
936586551,McCai -3 for telling shitty bracelet story. Don't waste my time John! #tweetdebate,0,ReedSteamroller
936586603,Obama needs to explain anti-democratic comment (i.e. letting Musharraf take over after coup - average American not understand) #tweetdebate,0,vagabondproject
936586672,Ok why is it when Mccain makes a point about something he backs it with a war story? #tweetdebate,0,systris
936586918,#tweetdebate McCain -3 for pulling out all the stops on war vets when we know he supported the cutting of the VET benefits,0,aagha
936587205,mccain -1 pulling the emotional heart strings about making it all worth it  #current #tweetdebate,0,jedatu
936587394,@current #current Oh here is where McCain tries to look human by bringing human interest into the debate. Looks trite and cliche,0,emlopez
936587738,McCain has stopped debating and resumed his campaigning. #tweetdebate,0,mrRah
936587818,*SNORE* #mccain -2 #tweetdebate,0,jwa1970
936587852,"@jaymesiemer Yeah, my 86 year old mother is upset too... and she doesn't really keep up with these things too much any more!",0,geekmum
936587916,"The easiest way to put ""our young men and women into harm's way"" is to vote Republican. #tweetdebate",0,matttbastard
