username,text,label
OsborneInk,"#GOPcodered They know America needs #HCR, they just don't want Obama to be the one who does it #p2 #tlot",0
AP_Mobile,Stupak: 12 Dems ready to oppose health care bill http://bit.ly/avqbZW #hcr,0
RebelCapitalist,"Before he was President, he was for #singlepayer & actually spoke very highly of it. Now, he is against it. What gives Mr. President?  #hcr",0
GregWHoward,My latest: ''March Madness'' Patriot Style. Let's end this game against us!  http://bit.ly/9JpBMQ #tcot #ocra #sgp #hcr #tlot #hhrs #teaparty,1
winterthur,RT @Joy__Hart: #Sanders amendmnt Provides over 55 million 2 seniors veterans & disabled w/ 1 X $250 emergency relief paymnt voting now! #hcr,1
usvoteout,WH hosting dinner party 2nite 4 Dems who voted against #HCR so whats on menu? Kool-aid? dead-fish? or just plain old progressive bribes?,0
USLib,How he sleeps at night. RT @wolfblitzercnn: Karl Rove joins me Wednesday in SitRoom 5PM ET. What would you ask him?,0
GOPLeader,The Dem scheme to ram health care takeover through Congress now has a name: the Slaughter Solution http://bit.ly/aMxRVS #hcr,0
bccohan,RT @GOPLeader: The Dem scheme to ram health care takeover through Congress now has a name: the Slaughter Solution http://bit.ly/aMxRVS #hcr,0
exposeliberals,Nancy Pelosi: We have to pass #hcr so you can find out what's in it http://is.gd/a5XoOhttp://is.gd/a5XBB #tcot #tlot #sgp #hhrs,0
FrazzledHaloz,"RT @Senate_GOPs TPM: GOP To Dems: If You Think You'll Be More Popular After Health Care, Think Again http://bit.ly/bsdauM #tcot #hcr #sgp",0
NaiveAbroad,Pelosi Political Suicide Squad http://bit.ly/bqeLFE #p2 #tcot #hcr,0
newsbusters,"RT @michellemalkin: Via @GOPleader, here's what Dem schemers are up to now: The Slaughter Solution http://bit.ly/aMxRVS #hcr",0
shadowfax_rulz,Tired of Stupak kicking women around like political football? Want real health reform? Support @Saltonstall2010: http://is.gd/a9KCR #hcr #p2,0
KaylaAnderson,Obama just tweeted that he wants ppl to spread the facts abt #hcr. Too bad Pelosi admitted already that we won't know facts till it's passed,0
dpschealthcare,"Reminder: kickoff #SXSW 2mrrw w/ #SXSH, Social Health Conf. http://bit.ly/dhkD0g. It's sinful 2 be ths exctd abt #HCR innvatn! :)",1
MooreWV,Rush Limbaugh says he'll leave the country if Health Care Reform passes. Can we get a notary and make this official? #hcr #takeglennbecktoo,0
Conservativeind,How many ppl would make 2 years of car payments before actually GETTING the car?  THAT is what Obama's #HCR does #tcot #p2,0
ACSCAN,Great turnout already on #hcr petition. Keep spreading the word. Tell 5 ppl 2 sign up now! http://ow.ly/1djQt,0
GOPLeader,President Obama to America:  We're Sticking With Our Fundamentally-Flawed Government Takeover of Health Care http://bit.ly/dklZei #hcr,0
michellemalkin,Obama on #hcr: ''Make ur voice heard.'' But only if u agree w/him. Every1 else: Shh. http://is.gd/9CaaT #wreckonciliation,0
Senate_GOPs,McConnell: ''What we know about the health care bill is people don't want it passed.'' #tcot #hcr,0
ViralExistence,Retweet if you have a friend without healthcare - Can you #GOP bastards help out your fellow Americans ? ENOUGH ALREADY!! #TCOT #HCR #P2,0
MSNBCWatcher,Dear GOP: AMERICANS deserve the same healthcare Congress has. Only an *elitist* would disagree. #gopcodered #p2 #hcr,0
RenewingAmerica,"Let me get this straight,unemployment is  10-17%, Obama SOTUS promise was to drive more jobs yet the majority of his time is spent #hcr?!",0
YoungRepubMA,A person diagnosed with cancer in the US lives on average 5 years longer than a person diagnosed with cancer in the UK. #hcr #p2 #gop #tcot,0
iDefendFreedom,Stand up for the constitution! Call #Congress NOW! Tell them NO on #hcr! (202) 224-3121 #tcot #teaparty #ocra #women www.house.gov #killbill,0
geojohnson,#thankaliberal if you think it's fiscally responsible to spend billions to educate & supply HC to illegal aliens. #tcot #gop #hcr,0
ExNavy26,Call #Congress today on your break: (202) 224-3121; email: www.house.gov NO on #hcr #tweetcongress #tcot #tlot They need to hear TODAY!,0
thomas2leroy,45K Americans die each yr b/c they don't have hlth ins. Proof: http://bit.ly/39Pw8q #hcr #hcrsummit,1
jilevin,Why We Need Health Care Reform: http://bit.ly/cM35MN #hcr #p2 #topprogs,1
HarryRimalower,"Healthcare is not a privilege, it is a right! That is why I support healthcare reform. #hcr",1
HCASAP,Here's a #hcr proposal short enough for Mitch McConnell to read: pass the damn bill now.,1
OFA_LA,The need is great. The opportunity's here. Let's seize reform. It's within our grasp'' - President Obama on #HCR yesterday morning in PA.,1
thebighoot,"There are over 3000 mandates in #HCR bill and the REGs haven't been written, Do You Know How Each Will Effect Your LIFE? #p2 #tcot #teaparty",0
GlennBeckClips,Obama is on Fox News now. Yawn! First time I've turned off Fox News in months. #TCOT #P2 #HCr,0
politicsforce,@AmeriKeith Bret Baier hammering Obama over #hcr. The only intellectually honest interview since he took office. #hc #killthebill #p2,0
Bob_Schaffer,Denver's Archbishop Chaput: health-care bill ''does not meet minimum moral standards''  http://tw0.us/8XO #tcot #hcr #sgp #hhrs #redco,0
MediaLizzy,Final thought on Obama's @FoxNews Interview w/Bret Baier: MAN UP. #hcr #tcot #gop #sgp,0
tickle_b,Fox Noise is Un American trying to make our President look like a liar. #p2,0
asymmetricinfo,"Yes, journos:  the fact that Pelosi convinced one of the most liberal members of the house to vote for #hcr is nothing short of miraculous",0
Chloe1732,http://twitpic.com/197uxl - Obama doesn't think it's a big deal that Dems are circumventing CONSTITUTION to shove thru Obamacare #tcot #hcr,0
StopTaxingUs,"RT @judicialabuse For America to thrive again, we MUST rid our country of this mental illness called entitlement #tcot #hcr #teaparty",0
LadyNole7,Assurant Health Ins. automatically targeted people with HIV for fraud to be able to drop them & they say we don't need #HCR,0
michellemalkin,On @hannityshow at approx. 930pm Eastern tonite to talk Demcare arm-twisting. #hcr #wreckonciliation,0
APBBlue,There is nothing more #pro-life than protecting the lives of 31 million Americans.'' http://bit.ly/b8DXel #hcr #passthedamnbill,1
Architekt010,RT @gilcarvr: 'bout freakin time @GOPLeader: Governors Rise Up Against Federal Takeover of Health Care http://bit.ly/bN9lvv #hcr #alpolitics,1
Unleashthadiva,Blue Dogs Looking forward to your VOTE FOR #HCR @GlennNye @HarryEMitchell @RepMikeMichaud @RepJimMatheson @Rep_Giffords @bradellsworth #p2,1
t_spano,"RT @avivao: WHY #HCR bill must be passed, despite SERIOUS flaws: C-SPAN House hearing NOW. #p2 http://3.ly/3niH MUST SEE!",1
KMers,RT @Liberal_Briana: RT @Unleashthadiva: VOTE YES FOR HCR!!!@RepMikeRoss @timryan @repschrader @JoeSestak @Rep_Albio_Sires #p2 #hcr,1
coyotered9,"@barackobama Obamabots,Physicians website,93% of doctors against #HCR & 47% will quit if passed http://www.aapsonline.org/ #tcot #tab10 #sgp",0
davegj,Obama set to ``Slaughter'' Healthcare http://wp.me/pv8jP-jG #tcot #gop #teaparty #iamthemob #hhrs #sgp #ocra #hcr #p2 @WAGNERGIRLE @reimagin,0
Ol_Roy,Obama & Pelosi's toolbox contains the ''positively evil'' techniques which socialist marxism demands. #tweetcongress #tcot #hcr #teaparty,0
HarryReid,PETITION: Support finishing the job on #hcr with reconciliation Please RT & Sign ---> http://bit.ly/9uuAjE,1
loriguffey,WellPoint/BlueCross made $4.75bil in profits last yr during the worst economic crisis since Great Depression #passthedamnbill #HCR #p2 #tcot,1
JilNelson,@HarryReid PETITION: Support finishing the job on #hcr with reconciliation Please RT & Sign ---> http://bit.ly/9uuAjE,1
GOTVote2010,Be Sure to Thank @Dennis_Kucinich for Voting YES on #HCR Pls Rt #p2 #topprog #PassTheDamnBill #Healthcare,1
GOTVote2010,122 people will die today b/c they can't afford HealthCare. #p2 #hcr #topprog #PassTheDamnBill,1
sweetcop95,RT @bradford2500: RT @harryreid PETITION: Support finishing the job on #hcr with reconciliation Please RT & Sign --> http://bit.ly/9uuAjE,1
Ramotringo,"@BarackObama Why 6 more wks to pass a #hcr Bill already passed in the House & Senate? Merge them, add #publicoption and just sign it !! #p2",0
GOPWhip,Editorial in @DetNews: #Dems shouldn't bend rules to pass #healthcare http://j.mp/b008DE #hc #hcr #handsoff #hcrsummit,0
southerntalker,Stop the Obstruction and disrespect from the GOP-TParty & Pass with Reconciliation- Pass it ASAP- GOP allowing Us to die w/o #hcr @GOPLeader,0
markknoller,"After House and Senate GOP Caucus, Hs Minority Ldr John Boehner says GOP determined the #HCR ''never ever ever passes.''",0
michellemalkin,Boehner: ''It's not too late 4 American ppl to speak up & make it clear they don't like this...Yell a little louder.'' #hcr,0
libertybell1776,"Hey Barack, roll up your bill and use it for a colonoscopy!  #tcot #redco #hc #hcr #healthcare #handsoff",0
michellemalkin,Democrat Clyburn: ''We are absolutely giddy'' over CBO numbers. ''Giddy'' over nearly $1 TRILLION pricetag. Whee! #hcr,0
jcohntnr,"Obama: don't know how #hcr plays politically, but I know its right. #healthreform",1
stevekimura,RT @bobcesca_go: ''Let's get it done!'' Bill passing fever! Catch it! // #HCR #passthedamnbill,1
KateAtState,"When a woman is 11 x as likely to die in childbirth in the US as in Ireland, we need #hcr. My col: http://nyti.ms/bFTb0o (via @NickKristof)",1
RyanNewYork,Pass The Bill: CBO shows #HCR saves us big money over the next decade. http://tinyurl.com/y9logoc #P2,1
Greytdog,"RT @winterthur: #GOPs #SarahPalin Loves Government #healthcare For Her Son, Tripp http://bit.ly/9Th3yn #hcr #hcs #p2  @SarahPalinUSA",0
Alexi4Illinois,@kirk4senate giddy about blocking #hcr: ``I'm Mark Kirk and I can't wait to vote against the health care bill next week'' http://bit.ly/aKAoxA,0
markos,"Still getting emails from Kucinich fans praising him for opposing #HCR, clearly unaware that he is now voting ''yes''.",0
coutpost,Last chance to say NO to ObamaCare (pass it on) http://bit.ly/cus6YI #hcr #tcot,0
GreatDebateUSA,MA Treasurer on FoxNews now. Says ObamaCare will bankrupt America.  #tcot #hcr #teaparty #gop,0
MelissaTweets,RT @michellemalkin: Just posted - CBO: Covering the Backsides of Obamacare-pushers? http://twurl.nl/ftwy57 #hcr #wreckonciliation,0
Hargoosh,"@mikepfs read Drudge update, the CBO has NOT come up w numbers! Its another Pelosi Obama LIE #hcr",0
michellemalkin,RT @CrabbyCon: RT @vadum: Former 'Yes' Dem Becomes 'No' & There R More http://tinyurl.com/yc8o2za #hcr #wreckonciliation,1
Synders777,RT @heirsinhope: Michelle Bachmann on killing the bill http://bit.ly/cfkSPH Watch & RT Plz #hcr #tcot - She's amazing!,1
sheilagriffin13,"RT @OurFuturedotorg: No More Delays! Tell the House: Get Health Care Done, Now: http://is.gd/aMaxU - #healthcare #hcr #p2",1
Marnus3,BREAKING: Palin discloses she crossed over into Russia to get vodka. #p2 #hcr #ACORN,0
TCOAmerica,RT @PatriotCzar: RT @kmita3: Code Red: Stop the obama/Pelosi Government Health-care Takeover  http://bit.ly/bTieVP #hcr #tcot #hhrs #tlot,0
Lostmybeer,Truth about Cuba health care. Shocking photos from Left's medical paradise: http://tinyurl.com/yf764ws #hcr #gop #libertarian TAX #obamacare,0
GayPatriot,"Again, I cannot make it any easier for you people: http://is.gd/a3Gsl (via @ewerickson) -- Call Congress. Tell them VOTE NO on Senate #HCR",0
rightlyaligned,"Love? ''Flee, loser, we'll find you.'' http://twitpic.com/17kisw #tcot #teaparty #sgp #beck #gop #rush #p2 #dnc #dems #ocra #hcr",0
repaaronschock,"We have to pass #hcr so we know what's in it?  Wait, what?  http://bit.ly/aXGIj2",0
lucyparsons4ev,Obama's congressmen will sabotage the health bill to keep their seats. http://bit.ly/bozMkV /via @GuardianUSA #publicoption @maddow #hcr,0
rightlyaligned,Want more taxes? Pass #hcr #tcot #teaparty #sgp #beck #gop #rush #p2 #dnc #dems #tlot #politics #conservative #ocra #obamafail #GlennBeck,0
bueti,Some irony: #Palin - the great critic of ''socialized'' health care - crossed border for #canadian health care. http://snurl.com/uq0yu #hcr,1
OurFuturedotorg,Limbaugh says he'll leave the country if #healthcare reform passes. Help him pack his bags by taking action NOW: http://is.gd/9XXMN #hcr #p2,1
bentzminger,RT @tnr: #hcr is getting more popular--and Chait's betting that Obama has something to do with it. http://bit.ly/9CdnHQ,1
lwdgrfx,True 'Win/Win' situation: We get health care*&* get rid of Rush Limbaugh!: http://is.gd/a4nzU (via @markos ) #hcr #p2,1
PunditMom,Rush Limbaugh will leave country if #hcr passes. Could we BE so lucky?! ;),1
HealthPolicyHub,This is it! We're down to the final stretch (REALLY!) for #hcr. Now's the time to reach out to Congress to support reform http://ow.ly/1gynL,1
Steve_0hh,Huffpost - Obama whats your excuss now: New Poll Shows 76% Support For Choice Of Public Plan WE ALL WANT IT! http://bit.ly/fhzB8 #hcr #p2,1
AFLCIO,Beating the drum for #hcr #m9 http://tweetphoto.com/13813849,1
MSNBCWatcher,RT @Shoq .@contessaBrewer @msnbc @stevebruskCNN @CNN Why aren't you giving DC #HCR rally same attn you lavished on tea parties? #m9 #p2,0
NCPA,"Don't want ObamaCare? Help send 1,000,000 emails to Congress by going to http://bit.ly/dknG61 and sending a letter today! #hcr #tcot #tlot",0
mattklewis,"VERY interesting read: 'Massa Implicates Emanuel, Dem Leaders' http://bit.ly/dBmzNc #tcot #HCR #SGP #hhrs #rush",0
Laubach,What one more final push for #HCR.  How about jobs & the economy.  The American people don't want you to waste their time.  #congress #tcot,0
pinnie99,RT @ymordfin: Massa: Pelosi pushed me out- she knew I'd vote no on O-Care http://is.gd/9XILX #tcot #hcr Talk about an ethics violation!,0
charyl,"Best heathcare system in the world!!!! (Canada, that is -- where Sarah Palin's parents border-hopped for healthcare) tcot #hcr #p2",0
jeffemanuel,#UK Telegraph: ''The end of the road for Barack Obama? Barack Obama seems unable to face up to America's problems.'' http://bit.ly/a6Elsi #hcr,0
kar1211,Everyone needs to contact as many ppl as they can think of to inform them of tea party march to stop the #hcr vote and #hcr.,0
DavidCornDC,He needed to start this fight club a year ago. MT @markknoller Obama: ''I want you to stand with me and fight with me.'' #hcr,0
Sky_Max,"RT @GOPLeader: Boehner: President's Latest Health Care Pitch `Heavy on Snake Oil, Light on Reality' http://bit.ly/9pxGcI #hcr #tcot",0
thomrayne,Hey Obama! send your unwanted scrap Nobel to Ca$h4Gold & stop using our $$ to pay your #HCR campaign finances! #obamafail #tcot #sgp,0
adamgoldenberg,I can see Canadian health care from my house.'' - @SarahPalinUSA http://tr.im/R5DK #hcr #tcot,0
robkall,"Palin Crossed Border For Canadian Health Care: http://bit.ly/aBR5IB #singlepayer, #hcr",0
PomPrincessMomJ,*** - - >Please follow and support @RoxanneConlin who's running against #Gop #asshat @ChuckGrassley for Senate seat in Iowa #HCR,1
joebellis,Remind them to say no on #HCR - Call Lincoln Davis - TN04 /  202-225-6831 or  931-879-2361 Web http://www.house.gov/lincolndavis/,0
jillosopher,RT @Marnus3: Anyone who has had their unemployment benefits interrupted should #sendyourbillstojimbunning #p2 #hcr / great idea!,0
slackadjuster,RT @PomPrincessMomJ: RT @Marnus3: Bunning made a deal because he would have to stand there all night without a relief pitcher. #p2 #hcr,0
LyndaOFA,Seen the #OFA ad? Now pledge to fight for Reps who fight for #HCR http://bit.ly/aT09xB #p2,1
Tikkun44,Unwavering in the fight for the #publicoption via #reconciliation! Thx for the Retweets @AUFanatic23 @You2Gov @wsteffie. #hcr #Solidarity!!,1
Tikkun44,Tweet @blanche4senate and tell her to pass the #publicoption through #reconciliation. #hcr,1
Action_Alert,RT @CtMan1 RT @RayBeckerman RT@LibbyLefty We need tru #HCR.Call Sen.Carper 202-224-2441-tell him 2 support #PublicOption thru Reconcilition,1
Misha44_,POTUS: ''The bottom line is our proposal is paid for. '' #hcr,1
lynnmal,"RT @utbrp    President Obama puts the correct face on #HCR, it's not about Politicians getting re-elected. It's about People.",1
wjskin,My hope is that the delay in the #hcr recon vote is due to getting enough votes for #publicoption. Crossing my fingers.,1
AlinskyDefeater,"If they had the votes, we wouldn't have had the summit.~Rep. Marsha Blackburn #ocra #tcot #hcr",0
GOPLeader,"Larry Kudlow: `With Obamacare, the government is selling a product that the rest of the country doesn't want' http://bit.ly/a9Vwqt #hcr",0
PoliticalBee,RT @wordsofpower RT @_Gitana Digging into Polls on HCR: Public Wants Stronger Reform http://bit.ly/aCZuUh #hcr #topprogs #rebelleft #p2,0
Nitwhit19,"RT @beaglescout: \nDo U like living in yr parents' house,like a child, aged 40,obeying their rules? U will LUV Obamacare #handsoff #tcot #hcr",0
tkinder,"As if #hcr isn't bad enough, now #government wants to regulate dietary supplements. #tlot #tcot @myen http://ow.ly/1fQ7C",0
IndyEnigma,"Pssst, #MSM http://bit.ly/cRAC4f About That Fabulous Free Cuban Health Care... #hcr #cuba #tcot #tlot #sgp #p2 #topprog #rebelleft #politics",0
PJTV,Medically Incorrect - Obama + Fuzzy Math = Bogus Health Care Reform http://bit.ly/dw4HIY #hcr #obamacare #tcot,0
GregWHoward,Liberals are in fact cowards in every sense of the word. Only 30 of them showed up in St. Louis to support #HCR #tcot #p2 #ocra #sgp,0
keder,RT @JoeKenHa: The word ''freedom'' appears zero times in the new #hcr bill. #tcot,0
Jihadihunter,"Obama's So Vain, I Bet He Thinks This Protest Is For Him http://bit.ly/aaJoNo They Should Be Holding Torches & Pitch Forks #tcot #hcr",0
angrycalifornia,Pelosi: A scummy option to pass #hcr: hopes it's deep enough in the weeds that average voters will be fooled.. http://bit.ly/c3W42o,0
SocialistZine,A Corporate Restructuring of Healthcare Fails the American People http://bit.ly/bD7Dv5 #hcr #healthcare #socialism #tcot #p2,0
genjunky,YOU DEMOCRATS WILL GIVE UP YOUR JOBS FOR PELOSI? #hcr #tcot #sgp #tlot #hhrs #liberty #ocra #ucot #teaparty #iamthemob #killbill,0
slackadjuster,#HCR ! RT @Jamberta:  just have to say how fucking sad JFK was talking about how far behind the US is healthcare and NOTHING HAS CHANGED,0
Jeremycrow4life,Barack Obama: Bringing the happiness of the Post Office to a Hospital near you #fail #tcot #hcr #tlot #ocra #teaparty,0
KendalBlack,Obama is hanging in there like a bad tooth on this health care stuff. What part of ''consent of the governed'' doesn't he understand? #hcr,0
RNC,Obama will do anything to ram #hcr through Congress. Instead of worrying about what the American people want. http://is.gd/9Gzoi #tcot,0
FreedomWorks,RT @ali: You can sign @Freedomworks No Reconciliation petition! Looks awesome. http://bit.ly/fw_norec #hcr,1
BrainyGurl,"Call Rep Kildee & tell him to forget #StupakPitts, #HCR is too important. 202-225-3611 #fem2",1
winterthur,U$A Ranks #37 in Healthcare Worldwide #PassTheDamnBill #p2 #hcr #topprog #dems #obama #hcs,1
Wrench06,"RT @RaklGps: @Wrench06 if everyone who wanted #hcr spoke out and the rest of us shut up, Twitter wouldn't crash all the time ;-) #tcot #GOP",1
slackadjuster,Call #Congress today. Tell them YES on #hcr! (202) 224-3121 #PUBLICOPTION,1
RedPlebiscite,"Like Healthcare, Every Person Deserves an Education. It's a Human Right! #hcr #p2 #tcot #march4 #ouruni #ucstrike",1
davpow,Good Washington Post article: 5 Myths About Health Care Around the World. http://bit.ly/139Yzs  Be informed in your opinions! #hcr,1
JusticeDotOrg,AAJ Pres. op-ed in today's Philly Inquirer about protecting patients: medmal = political crutch for #hcr opponents http://ow.ly/1e8Au,1
hipEchik,Reconciliation Primer : http://bit.ly/ciqNPz #tcot #hcr via @Flicka47,0
0402sgrl,RT @hipEchik: Reconciliation Primer : http://bit.ly/ciqNPz #tcot #hcr via @Flicka47,0
ccoalition,Handy dandy list of swing vote Representatives to contact on ObamaCare http://short.to/19jpu #tcot #hcr (plz RT),0
bemusedmuse,Orrin Hatch Schooled By E.J. Dionne On Reconciliation http://bit.ly/atZJIR #p2 #hcr #tcot,0
barrykw,RT @dccc Code Red - Democratic Congressional Campaign Committee (DCCC) http://ow.ly/1pIoXm,1
Tikkun44,Use www.you2gov.org 2lobby Senate members 2 sign Sen Bennet's letter & pass the #publicoption via #reconciliation http://bit.ly/aM3fR4 #hcr,1
slackadjuster,Please call REP Micheal McMahon And ask him to vote FOR #HCR  1-202-225-3371 NY # 1-718-351-7062,1
normangoldman,Let's go for the gusto! How about a real #publicoption; and dare I say #singlepayer? #p2 #hcr #hc09 http://ow.ly/1enZB,1
OFA_UT,Today Linda visited Rep Matheson's office and pledged her family will fight for him if he fights for #HCR.  http://tweetphoto.com/13258596,1
patriot101,@glennbeck Clue to @SenatorLincoln RT TARGET=VOTE OUT 12 VULNERABLE DEMS Alan Grayson (202) 225-2176 (407) 841-1757 #killthebill #hcr #tcot,0
SupermanHotMale,"RT @BrainyGurl: Call Rep Kanjorski & tell him to forget #StupakPitts, #HCR is too important. 202-225-6511 #fem2",1
Tikkun44,"Call or Email Senator Byrd and tell him to pass the #publicoption via #reconciliation: (202) 224-3954, http://byrd.senate.gov/. #hcr",1
Tikkun44,"Call or Email Senator Begich & tell him to pass the #publicoption via #reconciliation: (202) 224-3004, http://begich.senate.gov/public/ #hcr",1
SenChrisDodd,"``The bill reflects bipartisanship, the votes don't.'' - Dodd on #hcr http://bit.ly/bOtiHD",0
DavidCornDC,Shocker: Eric Cantor exploits unemployment no.s to bash #hcr: http://bit.ly/c6kQcv,0
GOPLeader,RT @ALEC_States Virginia First State to Pass #healthcare Freedom Act: 38 states lining up against Obamacare http://bit.ly/au967R #hcr,0
7im,Sen Byrd blasts WV newspapers distortions of #hcr as ''barkings from the nether regions of Glennbeckistan'' http://bit.ly/9ohDQG,0
BrendanNyhan,"GOP ad criticizes #hcr for ''weaken[ing] Medicare'', adds ''government-run health care is wrong.'' Can't make this stuff up. http://tr.im/QL9q",0
KarlFrisch,Robert Byrd: Editorial Resembles 'Barkings From The Nether Regions Of Glennbeckistan' - http://ow.ly/1eMSG - #hcr #healthcare,0
Shoq,RT @KarlFrisch: Robert Byrd: Editorial Resembles 'Barkings From The Nether Regions Of Glennbeckistan' - http://ow.ly/1eMSG - #hcr,0
starfishncoffee,"RT @cynthiaboaz: Hey America, you know where else health care is considered a ''luxury''? The Middle Ages. #hcr #p2 #tcot",1
ccoalition,Handy dandy list of swing vote Representatives to contact on ObamaCare http://bit.ly/9zWVzU #hcr #tcot (plz RT),0
johnmbyers,"If all the retiring House dems, who dont have to worry about facing the voter backlash, vote for #hcr, then it will likely pass.",0
coutpost,Media Matters ADMITS Barack Obama Has Bribed Congressman Jim Matheson http://is.gd/9KVtn #tcot #hcr,0
obamascare,Massa's exit eases health reform passage http://j.mp/9xIge3 #tcot #hcr #healthcare #obamacare,0
exposeliberals,RT @fleckman: OOPS!! The President's Health Plan WON'T Cut the Budget Deficit  http://bit.ly/9jKT8h #tcot #tlot #sgp #hcr #p2,0
AlwaysEpiphany,"RT @Proudlib: RT @craftyme25: Cons revere family values unless the family is not theirs, then it's tough sh*t if U cant afford hc #HCR #tcot",0
slackadjuster,RT @several_: RT @Tikkun44: Tweet Senator @russfeingold and tell him to pass the #publicoption through #reconciliation. #hcr,1
hipEchik,NEW Obamacare :  In Summary and In Full http://tinyurl.com/ykydrrs #Tcot #hcr #handsoff,0
wvmtngrl07,RT @mmaction: VIDEO: Rep. @EricCantor Says The GOP Wants ''More People Uninsured'' - Freudian slip? http://bit.ly/bCYc1Y #p2 #tcot #hcr,0
TCOAmerica,Boehner 2 President Obama: yr Health Care Bill is Unconstitutional http://bit.ly/c3EFk5 #tcot #hcr #sgp #tlot #ocra #hhrs #liberty #patriot,0
TCOAmerica,The Founders Vision Is Obama's Nightmare http://bit.ly/diLdMW #tcot #hcr #sgp #tlot #ucot #hhrs #ampat #liberty #patriot #rsrh,0
StCyrlyMe2,"Love how the GOP fight like hell 4 a woman ''NOT'' 2 have a right 2 her own body, yet all support ''DEATH PENALTY''  Damn Hypocrites #p2 #hcr",0
billieraven,Trouble in Arkansas for Dems (Fox News ''fair & balanced'') ''the Scott Brown formula??'' http://bit.ly/bdvsET #p2 #hcr #tcot,0
delton,@ComfyPaws Disgusted is more like it! Seniors who have paid into Medicare may discover that they have no one to administer care. #hcr #tcot,0
SissyWillis,RT @toddeherman: Warren Buffet Says Start Over On Health Care http://gop.am/HwBW Will POTUS Listen To His Own Adviser? #tcot #hcrsummit,0
rorycooper,RT @toddeherman Warren Buffet Says Start Over On Health Care http://gop.am/HwBW Will POTUS Listen To His Own Adviser? #tcot #hcr,0
Ben_Howe,Juan Williams on #HCR: ''Rahm can't get the american people to eat the dog food'' Truer words and all that. #tcot,0
jilevin,Let them eat applesauce: Right-wing #media mock the uninsured: http://bit.ly/c9FdPF #hcr #p2 #topprogs #journalism,0
stunetii,"RT @Shoq Give a Republican a fish, and he'll eat for a day. Teach him to fish, and you'll be lucky if you ever eat again. #rsc #p2",0
GOPLeader,Clinton & Carter pollsters say ObamaCare is a disastrous failure (via @washingtonpost): http://bit.ly/9x87Cz #hcr,0
jeffshaw,The lesson here is simple: health care reform is necessary to win hockey gold.  #hcr #olympics,1
LibbyLefty,We need TRUE #HCR. Call Sen.Hagan 202-224-6342 and tell her to support the #PublicOption thru Reconcilition. #topprog,1
elissapr,"RT @AntoniaZ: RT @OTOOLEFAN Canadians, on average, live 3 years longer than Americans. Must be horrible health care system they have #hcr",1
HealthPolicyHub,Sign on to tell Congress: Health Care Reform Can't Wait! http://ow.ly/1cLJ7 #hcr,1
WeGotEd,#Obama challenges #GOP to help get #healthreform done #p2 #hcr #hc09 http://ow.ly/1cNLE,1
MarinaGipps,We are way too far to the Right.  I love my country...but Canada is more normal.\n#hcrsummit,1
Senate_GOPs,Fact Checking Pres. Obama on Deficit Reduction http://bit.ly/bvVWQ9 #tcot #hcr,0
beesnguns,@repmikemichaud @RepMikeRoss @repnormdicks @repperlmutter  How many calls are you getting SAYING NO to #Healthcare #hcr,0
